unique_id,check_ids
26857,constParameterPointer;cstyleCast
26867,constParameterPointer
26953,unreadVariable;variableScope
26959,cstyleCast
26978,cstyleCast
26990,cstyleCast
27013,constParameterPointer
27022,cstyleCast;memleak
27043,syntaxError
27050,syntaxError
27071,syntaxError
27091,syntaxError
27093,syntaxError
27112,cstyleCast
27137,syntaxError
27180,cstyleCast
27237,syntaxError
27242,syntaxError
27308,constVariablePointer;variableScope
27317,unreadVariable
27386,syntaxError
27408,syntaxError
27412,syntaxError
27424,syntaxError
27442,constParameterPointer;constVariablePointer
27486,unusedLabel
27489,constVariablePointer;cstyleCast
27583,syntaxError
27591,syntaxError
27608,constParameterPointer
27619,shadowVariable;variableScope
27639,constVariable;redundantAssignment
27668,arithOperationsOnVoidPointer
27692,syntaxError
27697,dangerousTypeCast
27785,cstyleCast
27817,cstyleCast
27820,dangerousTypeCast
27826,cstyleCast
27830,cstyleCast
27834,constVariablePointer
27840,constParameterPointer
27882,constVariablePointer
27935,dangerousTypeCast
27943,constParameterPointer
28026,constParameterPointer
28050,constParameter;dangerousTypeCast;negativeIndex
28189,dangerousTypeCast;invalidPointerCast
28225,redundantAssignment
28238,variableScope
28275,syntaxError
28306,constParameterPointer
28341,constVariablePointer;cstyleCast;unreadVariable;variableScope
28360,syntaxError
28400,variableScope
28403,constVariablePointer
28406,cstyleCast
28407,variableScope
28418,cstyleCast
28441,dangerousTypeCast
28447,cstyleCast
28464,cstyleCast
28508,constParameterPointer
28519,constParameterPointer
28536,dangerousTypeCast
28557,constParameterPointer
28654,constParameterPointer
28695,constParameterPointer;cstyleCast
28697,constParameterPointer;cstyleCast
28712,constParameterPointer
28757,constParameterPointer;cstyleCast
28774,knownConditionTrueFalse
28855,identicalConditionAfterEarlyExit
28864,constParameterPointer
28886,constParameterPointer
28918,cstyleCast
28923,cstyleCast
28950,constParameterPointer
29056,constParameterPointer;variableScope
29125,redundantInitialization
29127,arithOperationsOnVoidPointer
29248,syntaxError
29313,constParameterPointer
29322,constParameterPointer
29345,constVariablePointer;cstyleCast
29364,arithOperationsOnVoidPointer;constParameterPointer;cstyleCast;uninitvar
29387,cstyleCast
29397,constParameterPointer;variableScope
29428,dangerousTypeCast
29469,constVariablePointer;cstyleCast
29474,cstyleCast;variableScope
29516,dangerousTypeCast
29535,syntaxError
29604,dangerousTypeCast
29612,dangerousTypeCast
29617,dangerousTypeCast
29627,constVariablePointer;dangerousTypeCast
29642,constVariablePointer;cstyleCast
29690,constParameterPointer
29701,cstyleCast;unreadVariable;uselessAssignmentArg
29706,cstyleCast
29738,clarifyCalculation
29800,syntaxError
29809,syntaxError
29814,syntaxError
29820,syntaxError
29834,syntaxError
29841,syntaxError
29852,syntaxError
29856,syntaxError
29911,constVariablePointer;cstyleCast;redundantInitialization
29919,constVariablePointer
29951,constVariablePointer;cstyleCast
29952,constVariablePointer
29969,constVariablePointer;cstyleCast
29974,variableScope
30002,syntaxError
30010,unknownMacro
30013,cstyleCast
30019,constParameterPointer
30021,cstyleCast
30022,syntaxError
30023,syntaxError
30065,knownConditionTrueFalse;redundantInitialization
30098,syntaxError
30110,syntaxError
30182,constParameterPointer
30191,syntaxError
30201,syntaxError
30203,constParameterPointer
30235,syntaxError
30241,syntaxError
30249,syntaxError
30300,syntaxError
30337,constParameterPointer
30397,syntaxError
30461,constParameterPointer;cstyleCast
30501,constVariablePointer;cstyleCast;dangerousTypeCast
30520,constParameterPointer
30538,constParameterPointer;dangerousTypeCast
30578,constVariablePointer
30602,constParameterPointer;dangerousTypeCast;knownConditionTrueFalse;variableScope
30624,constParameterPointer
30628,constParameterPointer;cstyleCast
30636,constParameterPointer
30642,unreadVariable
30651,constParameterPointer
30653,constParameterPointer
30654,constParameterPointer;constVariablePointer
30686,cstyleCast
30728,constParameterPointer
30738,dangerousTypeCast
30739,constParameterPointer;dangerousTypeCast
30756,constParameterPointer
30773,syntaxError
30798,constParameterPointer
30840,constParameterPointer
30903,constParameterPointer
30905,constParameterPointer
30985,unknownMacro
31008,constVariablePointer
31032,variableScope
31120,constParameterPointer
31126,syntaxError
31149,cstyleCast
31165,syntaxError
31175,syntaxError
31191,constParameterPointer
31194,clarifyCalculation
31255,constParameterPointer
31282,cstyleCast
31317,constParameterPointer
31380,constParameterPointer;cstyleCast
31394,dangerousTypeCast
31422,cstyleCast
31427,constParameterPointer
31447,dangerousTypeCast
31464,syntaxError
31475,variableScope
31514,unknownMacro
31528,syntaxError
31530,syntaxError
31535,syntaxError
31557,syntaxError
31573,cstyleCast
31594,cstyleCast
31600,cstyleCast;dangerousTypeCast
31695,cstyleCast
31704,cstyleCast
31790,syntaxError
31876,cstyleCast;dangerousTypeCast
31903,variableScope
31915,syntaxError
31916,syntaxError
31922,unknownMacro
31934,syntaxError
31938,syntaxError
31942,unknownMacro
32009,syntaxError
32032,syntaxError
32041,constParameterPointer
32051,syntaxError
32052,constParameterPointer
32091,constVariablePointer
32210,constVariablePointer;knownConditionTrueFalse;redundantAssignment
32246,constParameterPointer;dangerousTypeCast
32250,syntaxError
32271,constVariablePointer;cstyleCast;dangerousTypeCast
32273,dangerousTypeCast
32300,arithOperationsOnVoidPointer;cstyleCast;dangerousTypeCast
32312,constParameterPointer
32330,constParameterPointer
32391,constVariablePointer
32484,constParameterPointer
32502,variableScope
32524,dangerousTypeCast
32561,dangerousTypeCast
32634,variableScope
32752,constParameterPointer
32827,dangerousTypeCast
32960,arithOperationsOnVoidPointer;constVariablePointer
32992,variableScope
33038,knownConditionTrueFalse
33055,dangerousTypeCast
33056,variableScope
33069,unknownMacro
33087,constParameterPointer
33120,syntaxError
33129,constParameterPointer
33142,constParameterPointer
33144,cstyleCast
33204,syntaxError
33212,syntaxError
33278,cstyleCast
33303,leakReturnValNotUsed
33380,syntaxError
33424,constParameterPointer
33472,constParameterPointer;variableScope
33520,constParameterPointer
33584,unknownMacro
33602,syntaxError
33624,syntaxError
33631,syntaxError
33660,syntaxError
33670,syntaxError
33675,syntaxError
33688,syntaxError
33727,constParameterPointer
33736,cstyleCast
33762,dangerousTypeCast
33781,constParameterPointer
33803,constParameterPointer
33817,constParameterPointer
33824,cstyleCast
33849,syntaxError
33857,syntaxError
33860,syntaxError
33866,syntaxError
33870,syntaxError
33874,syntaxError
33890,syntaxError
33892,syntaxError
33904,syntaxError
33908,syntaxError
33913,syntaxError
33926,syntaxError
33931,syntaxError
33951,syntaxError
34015,cstyleCast;variableScope
34025,constVariablePointer
34042,cstyleCast
34043,cstyleCast
34050,syntaxError
34090,cstyleCast;dangerousTypeCast
34114,constParameterPointer;dangerousTypeCast
34132,constParameterPointer;cstyleCast
34136,constParameterPointer;cstyleCast;dangerousTypeCast
34162,dangerousTypeCast
34178,syntaxError
34180,syntaxError
34185,syntaxError
34226,syntaxError
34232,constParameterPointer
34305,constParameterPointer
34333,constParameterPointer;cstyleCast
34372,duplicateAssignExpression;variableScope
34383,cstyleCast
34386,unreadVariable;variableScope
34415,cstyleCast
34432,arithOperationsOnVoidPointer;constVariable;cstyleCast;knownConditionTrueFalse
34555,constParameterPointer;redundantInitialization
34592,syntaxError
34593,syntaxError
34594,syntaxError
34596,syntaxError
34608,constParameterPointer;cstyleCast
34612,dangerousTypeCast
34623,arithOperationsOnVoidPointer;cstyleCast
34637,constParameterPointer
34741,variableScope
34824,variableScope
34878,syntaxError
34885,syntaxError
34921,knownConditionTrueFalse
34927,syntaxError
34988,arithOperationsOnVoidPointer;constVariablePointer;cstyleCast
34999,arithOperationsOnVoidPointer;constVariablePointer;uselessAssignmentPtrArg
35022,constVariablePointer;cstyleCast;variableScope
35034,arithOperationsOnVoidPointer;constVariablePointer;cstyleCast;dangerousTypeCast
35036,constVariablePointer
35037,dangerousTypeCast
35043,variableScope
35129,constParameterPointer
35154,syntaxError
35259,constVariablePointer
35291,variableScope
35292,variableScope
35319,cstyleCast;dangerousTypeCast
35399,syntaxError
35403,cstyleCast
35421,cstyleCast
35437,syntaxError
35453,cstyleCast
35464,syntaxError
35467,cstyleCast
35478,syntaxError
35479,syntaxError
35485,syntaxError
35487,syntaxError
35491,variableScope
35524,bitwiseOnBoolean
35565,cstyleCast
35613,constParameterPointer
35642,syntaxError
35652,syntaxError
35654,syntaxError
35663,syntaxError
35673,syntaxError
35684,constVariablePointer;cstyleCast
35697,cstyleCast;redundantAssignment
35722,cstyleCast
35780,cstyleCast
35804,unknownMacro
35826,cstyleCast
35829,cstyleCast;dangerousTypeCast
35881,cstyleCast
35882,arithOperationsOnVoidPointer;constVariablePointer;cstyleCast
35923,constParameterPointer;cstyleCast
35959,syntaxError
35972,syntaxError
35977,syntaxError
35981,syntaxError
35986,syntaxError
35990,syntaxError
35998,syntaxError
36000,syntaxError
36004,syntaxError
36023,arithOperationsOnVoidPointer
36033,syntaxError
36045,cstyleCast
36049,cstyleCast;unreadVariable;variableScope
36095,syntaxError
36097,syntaxError
36114,constParameterPointer;dangerousTypeCast;variableScope
36139,syntaxError
36141,syntaxError
36148,syntaxError
36315,syntaxError
36323,syntaxError
36325,syntaxError
36418,constParameterPointer
36424,constVariablePointer;cstyleCast
36433,constVariablePointer;cstyleCast
36438,syntaxError
36451,constParameterPointer;variableScope
36494,constParameterPointer
36502,constParameterPointer
36505,syntaxError
36523,variableScope
36531,constParameterPointer
36532,constParameterPointer
36534,constParameterPointer
36591,constVariablePointer
36598,constVariablePointer
36619,unknownMacro
36621,cstyleCast;dangerousTypeCast
36670,leakReturnValNotUsed
36710,syntaxError
36721,syntaxError
36727,syntaxError
36737,syntaxError
36739,syntaxError
36742,syntaxError
36745,syntaxError
36752,syntaxError
36777,syntaxError
36796,syntaxError
36797,syntaxError
36810,constParameterPointer
36817,variableScope
36844,constParameterPointer;nullPointer
36900,syntaxError
36914,syntaxError
36952,syntaxError
36956,syntaxError
36961,syntaxError
36970,syntaxError
37030,unknownMacro
37163,cstyleCast
37199,cstyleCast;dangerousTypeCast
37252,constVariablePointer
37326,constParameterPointer;cstyleCast
37330,cstyleCast
37343,cstyleCast;dangerousTypeCast
37349,cstyleCast
37373,cstyleCast
37383,variableScope
37496,cstyleCast
37555,constParameterPointer
37616,cstyleCast
37617,cstyleCast
37717,unknownMacro
37722,dangerousTypeCast;variableScope
37748,variableScope
37786,constParameterPointer
37804,constParameterPointer
37810,constVariablePointer
37914,constParameterPointer
37987,syntaxError
38013,clarifyCondition;nullPointer
38014,clarifyCondition;nullPointer
38016,clarifyCondition;constVariablePointer
38028,constParameterPointer
38061,unknownMacro
38072,redundantInitialization
38085,dangerousTypeCast
38087,dangerousTypeCast
38091,dangerousTypeCast
38106,constParameterPointer
38150,redundantAssignment
38156,syntaxError
38175,syntaxError
38197,cstyleCast
38213,syntaxError
38214,syntaxError
38220,constParameterPointer
38237,internalAstError
38360,cstyleCast
38399,constVariablePointer
38411,constParameterPointer;cstyleCast
38421,constParameterPointer;cstyleCast
38441,cstyleCast
38468,arithOperationsOnVoidPointer
38488,constParameterPointer;cstyleCast
38503,cstyleCast
38525,cstyleCast;dangerousTypeCast
38549,dangerousTypeCast
38610,leakReturnValNotUsed
38617,cstyleCast
38639,syntaxError
38700,variableScope
38736,syntaxError
38753,syntaxError
38760,syntaxError
38761,syntaxError
38770,syntaxError
38776,syntaxError
38778,syntaxError
38798,syntaxError
38801,syntaxError
38825,syntaxError
38834,syntaxError
38858,syntaxError
38867,syntaxError
38880,syntaxError
38886,syntaxError
38902,syntaxError
38911,syntaxError
38936,syntaxError
38963,syntaxError
38976,syntaxError
39010,syntaxError
39020,syntaxError
39048,syntaxError
39050,syntaxError
39064,syntaxError
39098,syntaxError
39107,syntaxError
39121,syntaxError
39130,syntaxError
39175,syntaxError
39187,syntaxError
39192,syntaxError
39229,unknownMacro
39252,constVariablePointer
39261,constVariablePointer
39325,constVariablePointer
39352,constParameterPointer
39472,variableScope
39478,constVariablePointer;cstyleCast
39496,constParameterPointer
39502,syntaxError
39514,syntaxError
39519,syntaxError
39523,syntaxError
39528,syntaxError
39543,syntaxError
39545,syntaxError
39589,shadowVariable
39621,constParameterPointer;knownConditionTrueFalse
39636,cstyleCast
39642,constParameterPointer
39669,constParameterPointer
39686,syntaxError
39753,cstyleCast
39813,syntaxError
39835,constParameterPointer
39880,unknownMacro
39884,uselessAssignmentArg;uselessAssignmentPtrArg
39940,constParameterPointer
39954,syntaxError
39969,syntaxError
40009,syntaxError
40012,syntaxError
40014,syntaxError
40018,syntaxError
40021,syntaxError
40023,syntaxError
40054,syntaxError
40083,constVariablePointer;cstyleCast
40091,variableScope
40115,constParameterPointer
40129,allocaCalled
40149,constParameterPointer
40225,autoVariables;cstyleCast;dangerousTypeCast
40241,cstyleCast
40252,constParameterPointer
40255,syntaxError
40260,syntaxError
40262,syntaxError
40264,syntaxError
40292,constParameterPointer;cstyleCast
40296,cstyleCast
40317,constVariablePointer
40322,constVariablePointer
40333,constParameterPointer
40356,constParameterPointer
40374,nullPointer
40377,constParameterPointer;dangerousTypeCast
40401,constParameterPointer
40464,constParameterPointer;cstyleCast
40473,variableScope
40522,syntaxError
40525,constVariablePointer
40540,arithOperationsOnVoidPointer;constParameterPointer
40544,constParameterPointer
40600,constParameterPointer
40602,constParameterPointer
40615,cstyleCast
40635,constParameterPointer
40722,constParameterPointer;dangerousTypeCast
40744,constParameterPointer
40766,redundantInitialization
40787,constParameterPointer
40791,constParameterPointer
40801,syntaxError
40804,constVariablePointer
40807,constParameterPointer;constVariablePointer;cstyleCast
40849,syntaxError
40852,syntaxError
40856,syntaxError
40867,constVariablePointer;cstyleCast
40868,constVariablePointer;cstyleCast
40893,dangerousTypeCast
40911,dangerousTypeCast
40977,cstyleCast
40979,constParameterPointer
40998,dangerousTypeCast
41012,cstyleCast
41023,cstyleCast;unreachableCode
41024,cstyleCast
41047,knownConditionTrueFalse;variableScope
41049,variableScope
41182,dangerousTypeCast
41205,syntaxError
41244,syntaxError
41284,unknownMacro
41285,constVariablePointer
41311,invalidPrintfArgType_sint
41322,badBitmaskCheck;constVariablePointer;dangerousTypeCast;duplicateExpression;variableScope
41337,redundantAssignment
41341,arithOperationsOnVoidPointer
41354,cstyleCast
41370,constParameterPointer;cstyleCast
41396,constParameterPointer
41412,cstyleCast
41414,constParameterPointer
41422,cstyleCast
41466,constParameterPointer
41469,constParameterPointer;constVariablePointer;cstyleCast
41499,constParameterPointer;redundantAssignment
41519,variableScope
41532,redundantInitialization
41556,cstyleCast
41589,constParameterPointer
41593,constParameterPointer
41599,constParameterPointer;redundantAssignment
41601,constParameterPointer
41678,constParameterPointer;variableScope
41709,leakReturnValNotUsed
41713,unreadVariable;variableScope
41776,cstyleCast
41808,syntaxError
42056,constParameterPointer
42083,syntaxError
42093,syntaxError
42096,syntaxError
42116,syntaxError
42122,syntaxError
42139,syntaxError
42150,syntaxError
42155,syntaxError
42181,cstyleCast
42186,cstyleCast
42187,cstyleCast
42221,constParameterPointer
42231,cstyleCast
42264,syntaxError
42275,syntaxError
42277,syntaxError
42301,syntaxError
42309,syntaxError
42379,syntaxError
42403,unknownMacro
42404,cstyleCast;variableScope
42407,syntaxError
42418,unknownMacro
42499,syntaxError
42501,syntaxError
42525,syntaxError
42549,constVariablePointer;cstyleCast
42557,syntaxError
42666,constParameterPointer
42718,cstyleCast
42721,cstyleCast
42843,constParameterPointer
42857,cstyleCast
42860,cstyleCast
42867,constVariablePointer;redundantAssignment
42893,allocaCalled
42899,unknownMacro
42909,variableScope
42940,constVariablePointer;cstyleCast
42976,constParameterPointer
42977,variableScope
43008,variableScope
43052,constVariablePointer
43068,constParameterPointer
43097,constVariablePointer
43127,constParameterPointer
43138,constVariablePointer
43152,cstyleCast;dangerousTypeCast
43167,dangerousTypeCast
43184,constParameterPointer
43186,shadowVariable;variableScope
43205,constParameterPointer
43209,constParameterPointer
43264,constParameterPointer
43277,knownConditionTrueFalse
43317,cstyleCast;nullPointerOutOfMemory
43318,constParameterPointer
43330,shiftTooManyBitsSigned;unusedVariable;variableScope
43337,cstyleCast;nullPointerArithmeticOutOfMemory;nullPointerOutOfMemory
43338,integerOverflowCond
43345,unassignedVariable;uninitvar;variableScope
43383,shadowVariable
43393,syntaxError
43416,variableScope
43417,constParameterPointer
43492,syntaxError
43507,variableScope
43545,constVariablePointer;cstyleCast
43559,constVariablePointer;cstyleCast
43606,unknownMacro
43608,unknownMacro
43610,unknownMacro
43636,cstyleCast
43770,syntaxError
43772,syntaxError
43778,syntaxError
43781,syntaxError
43791,syntaxError
43793,syntaxError
43800,syntaxError
43816,syntaxError
43818,syntaxError
43822,syntaxError
43839,syntaxError
43870,syntaxError
43878,syntaxError
43884,syntaxError
43891,syntaxError
43897,syntaxError
43909,syntaxError
43910,syntaxError
43915,syntaxError
43936,syntaxError
43965,constParameterPointer
43980,syntaxError
43983,syntaxError
44005,syntaxError
44016,syntaxError
44020,syntaxError
44022,syntaxError
44033,syntaxError
44055,syntaxError
44056,syntaxError
44070,unknownMacro
44085,syntaxError
44118,syntaxError
44123,syntaxError
44148,syntaxError
44171,variableScope
44242,unreadVariable
44277,constParameterPointer
44294,arithOperationsOnVoidPointer;cstyleCast;unreadVariable
44352,cstyleCast
44357,cstyleCast
44383,cstyleCast
44439,cstyleCast;unsignedLessThanZero
44504,cstyleCast;variableScope
44559,constParameterPointer
44650,variableScope
44652,constParameterPointer
44661,constVariablePointer;variableScope
44793,constVariablePointer;unusedVariable;variableScope
44836,variableScope
44911,syntaxError
44928,syntaxError
44939,syntaxError
44941,syntaxError
44943,syntaxError
44954,syntaxError
44974,syntaxError
44995,unknownMacro
45049,cstyleCast
45085,constParameterPointer
45108,unknownMacro
45121,constParameterPointer
45123,constParameterPointer
45141,constParameterPointer
45148,constParameterPointer
45153,cstyleCast
45158,constParameterPointer
45159,constParameterPointer
45176,constVariablePointer;cstyleCast
45184,variableScope
45186,constVariablePointer;cstyleCast;unreadVariable
45202,cstyleCast
45220,syntaxError
45229,syntaxError
45233,syntaxError
45235,syntaxError
45262,cstyleCast
45267,variableScope
45279,syntaxError
45327,variableScope
45370,syntaxError
45424,redundantInitialization
45425,syntaxError
45430,syntaxError
45517,cstyleCast
45535,constParameterPointer;constVariablePointer;cstyleCast
45539,constParameterPointer;cstyleCast
45575,identicalConditionAfterEarlyExit
45637,constParameterPointer;cstyleCast
45694,cstyleCast
45727,variableScope
45769,constParameterPointer
45781,constParameterPointer
45810,cstyleCast;dangerousTypeCast
45812,dangerousTypeCast
45823,variableScope
45859,cstyleCast
45906,dangerousTypeCast
45931,cstyleCast
45958,syntaxError
45961,syntaxError
45965,syntaxError
45971,syntaxError
45974,syntaxError
45985,syntaxError
45998,syntaxError
46007,syntaxError
46027,syntaxError
46034,syntaxError
46039,syntaxError
46043,syntaxError
46044,syntaxError
46047,syntaxError
46049,syntaxError
46054,syntaxError
46057,syntaxError
46094,dangerousTypeCast
46179,constParameterPointer
46257,syntaxError
46298,syntaxError
46303,unreadVariable;variableScope
46338,variableScope
46339,constParameterPointer
46351,variableScope
46352,constParameterPointer
46387,unreadVariable
46388,constParameterPointer
46402,arithOperationsOnVoidPointer
46433,syntaxError
46440,syntaxError
46443,syntaxError
46451,syntaxError
46457,syntaxError
46465,syntaxError
46476,syntaxError
46538,constParameterPointer
46545,constParameterPointer;constVariablePointer;variableScope
46566,constParameterPointer
46594,arithOperationsOnVoidPointer;variableScope
46601,constVariablePointer
46627,dangerousTypeCast
46652,cstyleCast
46711,constVariablePointer
46723,cstyleCast
46728,dangerousTypeCast
46731,cstyleCast
46744,cstyleCast
46745,cstyleCast
46764,cstyleCast
46798,constVariablePointer
46943,dangerousTypeCast
47103,dangerousTypeCast
47179,dangerousTypeCast
47198,dangerousTypeCast
47253,dangerousTypeCast
47355,dangerousTypeCast
47373,syntaxError
47378,syntaxError
47384,constVariablePointer;dangerousTypeCast
47390,cstyleCast;dangerousTypeCast
47447,constVariablePointer
47452,dangerousTypeCast
47459,cstyleCast;variableScope
47469,cstyleCast
47484,cstyleCast;dangerousTypeCast
47541,dangerousTypeCast
47576,syntaxError
47599,syntaxError
47621,constParameterPointer
47622,syntaxError
47678,constVariablePointer;cstyleCast
47722,syntaxError
47750,dangerousTypeCast
47752,constParameterPointer
47812,cstyleCast
47847,dangerousTypeCast
47875,syntaxError
47934,constParameterPointer
47976,constParameterPointer
48003,syntaxError
48006,syntaxError
48031,shiftTooManyBitsSigned
48075,cstyleCast
48117,constVariablePointer
48190,syntaxError
48195,syntaxError
48201,syntaxError
48217,syntaxError
48227,syntaxError
48229,syntaxError
48239,clarifyCalculation;constParameterPointer;variableScope
48260,syntaxError
48270,redundantAssignment
48284,syntaxError
48295,syntaxError
48301,syntaxError
48305,syntaxError
48311,syntaxError
48317,unknownMacro
48320,syntaxError
48326,syntaxError
48345,cstyleCast
48350,unknownMacro
48373,constParameterPointer;cstyleCast
48390,unreadVariable;variableScope
48398,constParameterPointer;unreadVariable;unusedVariable
48404,syntaxError
48419,syntaxError
48426,syntaxError
48438,syntaxError
48441,redundantInitialization
48444,cstyleCast
48498,autoVariables
48516,constVariablePointer;variableScope
48546,constParameterPointer
48548,constVariablePointer;variableScope
48624,cstyleCast
48636,internalAstError
48663,internalAstError
48717,constVariablePointer;variableScope
48820,constParameterPointer
48901,unknownMacro
48947,constParameterPointer
48948,constVariablePointer;cstyleCast
48962,cstyleCast;dangerousTypeCast
48976,cstyleCast
48979,arithOperationsOnVoidPointer;cstyleCast
48980,cstyleCast
48996,redundantAssignment
49057,dangerousTypeCast
49080,cstyleCast
49099,syntaxError
49125,constParameterPointer
49134,syntaxError
49157,cstyleCast
49165,variableScope
49176,constParameterPointer;dangerousTypeCast
49198,cstyleCast
49203,constParameterPointer
49226,constParameterPointer
49262,constVariablePointer;cstyleCast
49290,cstyleCast
49309,cstyleCast;dangerousTypeCast
49410,variableScope
49418,variableScope
49463,syntaxError
49464,cstyleCast
49549,constParameterPointer
49600,constParameterPointer
49602,constParameterPointer
49673,constVariablePointer
49690,constVariablePointer
49699,constParameterPointer
49724,unknownMacro
49742,variableScope
49758,variableScope
49776,cstyleCast
49777,cstyleCast;variableScope
49781,constParameterPointer
49785,cstyleCast
49789,cstyleCast;variableScope
49858,unknownMacro
49866,dangerousTypeCast
49873,unknownMacro
49887,badBitmaskCheck
49890,cstyleCast
49893,cstyleCast;knownConditionTrueFalse
49912,unknownMacro
49928,cstyleCast
49931,unknownMacro
49945,syntaxError
49957,cstyleCast
49962,unknownMacro
49963,cstyleCast
50006,syntaxError
50015,syntaxError
50028,syntaxError
50037,syntaxError
50053,constVariablePointer
50057,constVariablePointer
50066,constVariablePointer
50126,cstyleCast
50143,unknownMacro
50213,cstyleCast
50284,cstyleCast
50286,unknownMacro
50287,dangerousTypeCast
50288,variableScope
50290,variableScope
50295,constParameterPointer
50298,cstyleCast
50324,syntaxError
50367,syntaxError
50377,syntaxError
50388,syntaxError
50389,syntaxError
50390,syntaxError
50400,cstyleCast;nullPointerArithmeticRedundantCheck
50460,constVariablePointer
50480,constParameterPointer
50486,autoVariables;cstyleCast
50520,constParameterPointer
50534,unknownMacro
50556,cstyleCast
50573,constParameterPointer
50612,cstyleCast
50642,cstyleCast
50673,cstyleCast
50753,redundantAssignment
50765,cstyleCast
50785,syntaxError
50789,syntaxError
50799,syntaxError
50805,syntaxError
50820,syntaxError
50822,syntaxError
50837,syntaxError
50851,syntaxError
50866,syntaxError
50875,syntaxError
50881,syntaxError
50901,syntaxError
50957,constParameterPointer
50986,variableScope
50988,cstyleCast
51098,constVariablePointer
51130,constParameterPointer
51137,cstyleCast
51207,syntaxError
51250,unknownMacro
51257,unknownMacro
51267,unknownMacro
51271,unknownMacro
51273,unknownMacro
51293,unknownMacro
51302,cstyleCast
51314,cstyleCast;variableScope
51322,unknownMacro
51406,cstyleCast;knownConditionTrueFalse
51408,variableScope
51411,cstyleCast
51457,cstyleCast
51460,redundantAssignment
51470,cstyleCast
51695,syntaxError
51713,syntaxError
51716,syntaxError
51728,syntaxError
51731,syntaxError
51737,syntaxError
51748,syntaxError
51759,syntaxError
51762,syntaxError
51776,syntaxError
51777,syntaxError
51820,syntaxError
51847,syntaxError
51848,syntaxError
51857,syntaxError
51860,syntaxError
51880,syntaxError
51903,syntaxError
51916,syntaxError
51921,syntaxError
51927,syntaxError
51946,syntaxError
51952,syntaxError
51953,syntaxError
51959,syntaxError
51963,syntaxError
51973,syntaxError
51991,syntaxError
51995,syntaxError
52001,syntaxError
52010,syntaxError
52015,syntaxError
52023,syntaxError
52025,syntaxError
52030,syntaxError
52044,syntaxError
52061,constParameterPointer
52159,unknownMacro
52163,unknownMacro
52180,unknownMacro
52181,unknownMacro
52214,unknownMacro
52224,clarifyCondition;dangerousTypeCast
52231,syntaxError
52238,dangerousTypeCast
52271,syntaxError
52276,arithOperationsOnVoidPointer;cstyleCast
52305,syntaxError
52333,syntaxError
52348,syntaxError
52349,syntaxError
52352,syntaxError
52367,syntaxError
52429,constParameterPointer
52604,syntaxError
52609,syntaxError
52625,syntaxError
52628,syntaxError
52629,syntaxError
52631,unknownMacro
52634,syntaxError
52644,syntaxError
52648,syntaxError
52685,variableScope
52739,constParameterPointer
52740,constParameterPointer
52741,constParameterPointer;cstyleCast
52820,constVariablePointer
52871,cstyleCast
52912,constParameterPointer;variableScope
52916,constParameterPointer
52938,cstyleCast
52942,cstyleCast
53215,cstyleCast
53242,cstyleCast
53312,variableScope
53320,cstyleCast
53340,cstyleCast
53364,syntaxError
53374,syntaxError
53377,syntaxError
53385,syntaxError
53402,syntaxError
53403,syntaxError
53404,syntaxError
53430,syntaxError
53448,constParameterPointer
53451,syntaxError
53456,syntaxError
53459,syntaxError
53462,syntaxError
53468,syntaxError
53475,syntaxError
53476,syntaxError
53478,syntaxError
53481,syntaxError
53491,syntaxError
53496,syntaxError
53504,syntaxError
53510,syntaxError
53518,syntaxError
53533,syntaxError
53550,syntaxError
53565,syntaxError
53578,syntaxError
53626,cstyleCast
53648,cstyleCast
53662,constVariablePointer;cstyleCast;dangerousTypeCast
53676,cstyleCast
53687,cstyleCast;dangerousTypeCast
53688,syntaxError
53723,constVariablePointer
53750,constVariablePointer
53754,constVariablePointer
53756,constVariablePointer
53831,constParameterPointer
53832,constParameterPointer
53834,syntaxError
53850,constParameterPointer
53852,syntaxError
53868,cstyleCast
53871,syntaxError
53873,constParameterPointer
53880,syntaxError
53884,constParameterPointer
53906,syntaxError
53908,constParameterPointer
53914,variableScope
53937,constVariablePointer
53940,constParameterPointer
53945,constParameterPointer
53948,constParameterPointer
54026,constParameterPointer
54065,constParameterPointer
54088,constVariablePointer
54093,redundantInitialization
54172,constParameterPointer
54180,constParameterPointer
54182,dangerousTypeCast
54267,constParameterPointer
54292,constVariablePointer
54370,syntaxError
54382,constVariablePointer;cstyleCast;unreadVariable
54390,cstyleCast
54429,constVariablePointer;unreadVariable
54504,constParameterPointer;variableScope
54545,clarifyCalculation
54550,cstyleCast
54671,variableScope
54672,constParameterPointer
54707,constVariablePointer
54731,constVariablePointer;cstyleCast
54928,constParameterPointer
55066,variableScope
55228,constVariablePointer
55353,variableScope
55487,variableScope
55499,syntaxError
55567,syntaxError
55579,syntaxError
55621,constParameterPointer
55638,constVariablePointer
55697,syntaxError
55711,syntaxError
55718,syntaxError
55730,syntaxError
55777,syntaxError
55925,constVariablePointer;variableScope
55962,variableScope
55968,constParameterPointer;constVariablePointer
55981,syntaxError
55982,syntaxError
56004,variableScope
56071,syntaxError
56089,syntaxError
56169,constParameterPointer
56177,constParameterPointer;dangerousTypeCast
56192,syntaxError
56197,syntaxError
56225,syntaxError
56261,variableScope
56289,cstyleCast
56293,unknownMacro
56341,syntaxError
56344,syntaxError
56366,redundantCondition;variableScope
56420,syntaxError
56434,syntaxError
